#Wave,#Intensity
1014.363281,6333.399902
1012.623047,6325.17041
1010.884766,6439.243164
1009.144531,6327.95459
1007.404297,6289.512207
1005.664062,6270.311523
1003.923828,6262.102051
1002.181641,6400.771973
1000.441406,6389.792969
998.699219,6163.400879
996.957031,6350.01416
995.214844,6489.916016
993.470703,6396.65332
991.728516,6436.408203
989.984375,6454.21582
988.240234,6526.828125
986.496094,6615.849121
984.75,6521.287598
983.005859,6695.175781
981.259766,6504.796875
979.513672,6564.999023
977.767578,6586.85498
976.019531,6592.282227
974.273438,6719.455566
972.525391,6820.587891
970.777344,6839.633789
969.029297,6920.189941
967.28125,7028.047363
965.53125,6981.442871
963.783203,7083.774902
962.033203,7233.869141
960.283203,7304.692383
958.533203,7615.782227
956.78125,7746.553223
955.029297,7830.867188
953.279297,8260.348633
951.527344,8438.640625
949.773438,8702.779297
948.021484,9115.431641
946.267578,9414.754883
944.515625,10023.34473
942.761719,10352.32129
941.005859,10822.84473
939.251953,10974.43457
937.496094,11283.92676
935.742188,11557.88672
933.986328,12018.21484
932.230469,12021.07324
930.472656,12474.29883
928.716797,12429.44336
926.958984,12591.33398
925.201172,12711.00195
923.443359,12909.4668
921.685547,12743.58691
919.925781,12947.39258
918.166016,12916.0752
916.408203,12971.7002
914.646484,12808.66211
912.886719,12963.39746
911.126953,12926.66992
909.365234,13021.59863
907.603516,12846.47559
905.841797,12904.75195
904.080078,13000.97754
902.316406,12960.20898
900.554688,12785.24707
898.791016,12800.11133
897.027344,12813.61328
895.263672,12846.07617
893.498047,12797.25391
891.734375,12814.80762
889.96875,12764.65723
888.203125,12910.80273
886.4375,12686.07324
884.669922,12753.69531
882.904297,12838.87207
881.136719,12764.42285
879.369141,12727.86523
877.601562,12775.13867
875.832031,12775.08496
874.064453,12608.82324
872.294922,12647.98242
870.525391,12722.24316
868.755859,12642.52344
866.984375,12624.94336
865.214844,12786.89648
863.443359,12668.0752
861.671875,12631.60938
859.900391,12604.60059
858.128906,12519.61035
856.355469,12523.64844
854.582031,12423.88184
852.810547,12630.10449
851.035156,12516.88184
849.261719,12268.98633
847.488281,12387.55664
845.712891,12174.80762
843.9375,12121.01563
842.162109,12240.88574
840.386719,12119.81348
838.609375,12091.62988
836.832031,12148.20313
835.056641,11904.84375
833.279297,11966.81055
831.5,11930.61523
829.722656,11751.9707
827.943359,11819.30176
826.164062,11773.75586
824.384766,11704.05176
822.605469,11599.46387
820.824219,11611.72266
819.044922,11511.22559
817.263672,11491.28906
815.482422,11695.41992
813.701172,11506.43555
811.917969,11666.21875
810.136719,11628.83203
808.353516,11603.52539
806.570312,11724.31445
804.785156,11863.80957
803.001953,11780.86133
801.216797,11855.99219
799.433594,11931.09082
797.646484,12018.2041
795.861328,12063.78613
794.076172,12364.94336
792.289062,12552.24805
790.501953,12372.96191
788.714844,12491.97754
786.927734,12605.59277
785.140625,12755.25
783.351562,12699.02734
781.5625,12720.3252
779.773438,12688.17773
777.984375,12770.90527
776.195312,12801.51856
774.404297,12872.16797
772.613281,12833.33887
770.822266,12793.19141
769.03125,12731.71387
767.240234,12754.29492
765.447266,12526.15625
763.654297,12559.43652
761.861328,12551.37988
760.068359,12548.65625
758.275391,12468.65332
756.480469,12419.32227
754.685547,12376.67188
752.890625,12272.78809
751.095703,12231.51758
749.300781,12122.38574
747.503906,11965.39551
745.707031,11832.41895
743.910156,11940.24707
742.113281,11738.18359
740.316406,11707.71387
738.517578,11566.93066
736.71875,11589.66797
734.919922,11340.02051
733.121094,11310.98926
731.322266,11207.59766
729.521484,11035.20606
727.720703,11108.47461
725.919922,10799.47559
724.119141,10855.51172
722.318359,10537.41406
720.515625,10548.38672
718.712891,10372.37988
716.910156,10441.71582
715.107422,10232.6709
713.304688,10137.68164
711.5,9850.623047
709.695312,9743.835938
707.890625,9686.094727
706.085938,9620.433594
704.28125,9659.375977
702.474609,9633.452148
700.667969,9483.160156
698.861328,9262.820312
697.054688,9303.126953
695.248047,9212.507812
693.439453,9117.960938
691.630859,8961.333008
689.822266,9030.739258
688.013672,8995.744141
686.205078,8837.921875
684.394531,8846.561523
682.583984,8859.158203
680.773438,8763.507812
678.962891,8847.379883
677.150391,8807.188477
675.339844,8806.588867
