//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5444.30000002328
PositionY = 9598.50000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
 1.52718E+03	 1.36414E+03
 1.52963E+03	 1.36504E+03
 1.53208E+03	 1.36478E+03
 1.53454E+03	 1.36406E+03
 1.53699E+03	 1.36412E+03
 1.53944E+03	 1.36426E+03
 1.54189E+03	 1.36432E+03
 1.54434E+03	 1.36428E+03
 1.54679E+03	 1.36572E+03
 1.54924E+03	 1.36574E+03
 1.55169E+03	 1.36570E+03
 1.55413E+03	 1.36522E+03
 1.55658E+03	 1.36246E+03
 1.55902E+03	 1.36384E+03
 1.56147E+03	 1.36506E+03
 1.56391E+03	 1.36462E+03
 1.56636E+03	 1.36512E+03
 1.56880E+03	 1.36318E+03
 1.57124E+03	 1.36554E+03
 1.57368E+03	 1.36436E+03
 1.57612E+03	 1.36580E+03
 1.57856E+03	 1.36374E+03
 1.58100E+03	 1.36488E+03
 1.58344E+03	 1.36382E+03
 1.58587E+03	 1.36588E+03
 1.58831E+03	 1.36470E+03
 1.59074E+03	 1.36424E+03
 1.59318E+03	 1.36402E+03
 1.59561E+03	 1.36290E+03
 1.59805E+03	 1.36318E+03
 1.60048E+03	 1.36358E+03
 1.60291E+03	 1.36440E+03
 1.60534E+03	 1.36284E+03
 1.60777E+03	 1.36430E+03
 1.61020E+03	 1.36326E+03
 1.61263E+03	 1.36374E+03
 1.61506E+03	 1.36204E+03
 1.61749E+03	 1.36348E+03
 1.61991E+03	 1.36284E+03
 1.62234E+03	 1.36254E+03
 1.62476E+03	 1.36250E+03
 1.62719E+03	 1.36588E+03
 1.62961E+03	 1.36284E+03
 1.63203E+03	 1.36224E+03
 1.63446E+03	 1.36166E+03
 1.63688E+03	 1.36170E+03
 1.63930E+03	 1.36288E+03
 1.64172E+03	 1.36198E+03
 1.64414E+03	 1.36388E+03
 1.64656E+03	 1.36266E+03
 1.64897E+03	 1.36236E+03
 1.65139E+03	 1.36206E+03
 1.65381E+03	 1.36158E+03
 1.65622E+03	 1.36248E+03
 1.65864E+03	 1.36228E+03
 1.66105E+03	 1.36270E+03
 1.66346E+03	 1.36182E+03
 1.66588E+03	 1.36272E+03
 1.66829E+03	 1.36210E+03
 1.67070E+03	 1.36072E+03
 1.67311E+03	 1.36086E+03
 1.67552E+03	 1.36388E+03
 1.67793E+03	 1.36222E+03
 1.68034E+03	 1.36236E+03
 1.68274E+03	 1.36208E+03
 1.68515E+03	 1.36230E+03
 1.68756E+03	 1.36288E+03
 1.68996E+03	 1.36132E+03
 1.69236E+03	 1.36236E+03
 1.69477E+03	 1.36330E+03
 1.69717E+03	 1.36134E+03
 1.69957E+03	 1.36262E+03
 1.70197E+03	 1.36182E+03
 1.70438E+03	 1.36270E+03
 1.70678E+03	 1.36030E+03
 1.70917E+03	 1.36130E+03
 1.71157E+03	 1.36160E+03
 1.71397E+03	 1.36266E+03
 1.71637E+03	 1.36090E+03
 1.71876E+03	 1.36160E+03
 1.72116E+03	 1.36150E+03
 1.72355E+03	 1.36108E+03
 1.72595E+03	 1.36224E+03
 1.72834E+03	 1.36244E+03
 1.73073E+03	 1.36110E+03
 1.73313E+03	 1.36074E+03
 1.73552E+03	 1.36046E+03
 1.73791E+03	 1.36106E+03
 1.74030E+03	 1.36060E+03
 1.74269E+03	 1.36036E+03
 1.74507E+03	 1.35938E+03
 1.74746E+03	 1.36252E+03
 1.74985E+03	 1.36104E+03
 1.75224E+03	 1.36102E+03
 1.75462E+03	 1.36104E+03
 1.75701E+03	 1.36218E+03
 1.75939E+03	 1.36158E+03
 1.76177E+03	 1.36306E+03
 1.76415E+03	 1.36176E+03
 1.76654E+03	 1.36024E+03
 1.76892E+03	 1.36110E+03
 1.77130E+03	 1.35982E+03
 1.77368E+03	 1.35978E+03
 1.77606E+03	 1.36072E+03
 1.77843E+03	 1.36086E+03
 1.78081E+03	 1.36124E+03
 1.78319E+03	 1.35996E+03
 1.78556E+03	 1.36162E+03
 1.78794E+03	 1.36138E+03
 1.79031E+03	 1.36152E+03
 1.79269E+03	 1.36168E+03
 1.79506E+03	 1.36038E+03
 1.79743E+03	 1.36158E+03
 1.79981E+03	 1.36028E+03
 1.80218E+03	 1.36086E+03
 1.80455E+03	 1.36092E+03
 1.80692E+03	 1.36168E+03
 1.80928E+03	 1.36046E+03
 1.81165E+03	 1.35988E+03
 1.81402E+03	 1.35978E+03
 1.81639E+03	 1.36240E+03
 1.81875E+03	 1.35992E+03
 1.82112E+03	 1.36008E+03
 1.82348E+03	 1.36030E+03
 1.82585E+03	 1.36242E+03
 1.82821E+03	 1.35972E+03
 1.83057E+03	 1.35950E+03
 1.83293E+03	 1.35900E+03
